-6.02830	-5.98649	5.44000
-5.63972	-5.98649	5.44000
-5.25114	-5.98649	5.44000
-4.86256	-5.98649	5.44000
-4.47397	-5.98649	5.44000
-4.08539	-5.98649	5.44000
-3.69681	-5.98649	5.44000
-3.30822	-5.98649	5.44000
-2.91964	-5.98649	5.44000
-2.53106	-5.98649	5.44000
-2.14248	-5.98649	5.44000
-1.75389	-5.98649	5.44000
-1.36531	-5.98649	5.44000
-0.97673	-5.98649	5.44000
-0.58815	-5.98649	5.44000
-0.19956	-5.98649	5.44000
0.18902	-5.98649	5.44000
0.57760	-5.98649	5.44000
0.96618	-5.98649	5.44000
1.35477	-5.98649	5.44000
1.74335	-5.98649	5.44000
2.13193	-5.98649	5.44000
2.52052	-5.98649	4.53000
2.90910	-5.98649	5.44000
3.29768	-5.98649	5.44000
3.68626	-5.98649	5.44000
4.07485	-5.98649	5.44000
4.46343	-5.98649	5.44000
4.85201	-5.98649	5.44000
5.24060	-5.98649	5.44000
5.62918	-5.98649	5.44000
6.01776	-5.98649	5.44000
-6.02830	-5.65408	5.44000
-5.63972	-5.65408	5.44000
-5.25114	-5.65408	5.44000
-4.86256	-5.65408	5.44000
-4.47397	-5.65408	5.44000
-4.08539	-5.65408	5.44000
-3.69681	-5.65408	5.44000
-3.30822	-5.65408	5.44000
-2.91964	-5.65408	5.44000
-2.53106	-5.65408	5.44000
-2.14248	-5.65408	5.44000
-1.75389	-5.65408	5.44000
-1.36531	-5.65408	5.44000
-0.97673	-5.65408	5.44000
-0.58815	-5.65408	5.44000
-0.19956	-5.65408	5.44000
0.18902	-5.65408	5.44000
0.57760	-5.65408	5.44000
0.96618	-5.65408	5.44000
1.35477	-5.65408	5.44000
1.74335	-5.65408	5.44000
2.13193	-5.65408	5.44000
2.52052	-5.65408	5.44000
2.90910	-5.65408	5.44000
3.29768	-5.65408	5.44000
3.68626	-5.65408	5.44000
4.07485	-5.65408	5.44000
4.46343	-5.65408	5.44000
4.85201	-5.65408	5.44000
5.24060	-5.65408	5.44000
5.62918	-5.65408	5.44000
6.01776	-5.65408	5.44000
-6.02830	-5.32167	5.44000
-5.63972	-5.32167	5.44000
-5.25114	-5.32167	5.44000
-4.86256	-5.32167	5.44000
-4.47397	-5.32167	5.44000
-4.08539	-5.32167	5.44000
-3.69681	-5.32167	5.44000
-3.30822	-5.32167	5.44000
-2.91964	-5.32167	5.44000
-2.53106	-5.32167	5.44000
-2.14248	-5.32167	5.44000
-1.75389	-5.32167	5.44000
-1.36531	-5.32167	5.44000
-0.97673	-5.32167	5.44000
-0.58815	-5.32167	5.44000
-0.19956	-5.32167	5.44000
0.18902	-5.32167	5.44000
0.57760	-5.32167	5.44000
0.96618	-5.32167	5.44000
1.35477	-5.32167	5.44000
1.74335	-5.32167	5.44000
2.13193	-5.32167	5.44000
2.52052	-5.32167	5.44000
2.90910	-5.32167	5.44000
3.29768	-5.32167	5.44000
3.68626	-5.32167	5.44000
4.07485	-5.32167	5.44000
4.46343	-5.32167	5.44000
4.85201	-5.32167	5.44000
5.24060	-5.32167	5.44000
5.62918	-5.32167	5.44000
6.01776	-5.32167	5.44000
-6.02830	-4.98926	5.44000
-5.63972	-4.98926	5.44000
-5.25114	-4.98926	5.44000
-4.86256	-4.98926	5.44000
-4.47397	-4.98926	5.44000
-4.08539	-4.98926	5.44000
-3.69681	-4.98926	5.44000
-3.30822	-4.98926	5.44000
-2.91964	-4.98926	5.44000
-2.53106	-4.98926	5.44000
-2.14248	-4.98926	5.44000
-1.75389	-4.98926	5.44000
-1.36531	-4.98926	5.44000
-0.97673	-4.98926	5.44000
-0.58815	-4.98926	5.44000
-0.19956	-4.98926	5.44000
0.18902	-4.98926	5.44000
0.57760	-4.98926	5.44000
0.96618	-4.98926	5.44000
1.35477	-4.98926	5.44000
1.74335	-4.98926	5.44000
2.13193	-4.98926	5.44000
2.52052	-4.98926	5.44000
2.90910	-4.98926	4.53000
3.29768	-4.98926	5.44000
3.68626	-4.98926	5.44000
4.07485	-4.98926	5.44000
4.46343	-4.98926	5.44000
4.85201	-4.98926	5.44000
5.24060	-4.98926	5.44000
5.62918	-4.98926	5.44000
6.01776	-4.98926	5.44000
-6.02830	-4.65685	5.44000
-5.63972	-4.65685	5.44000
-5.25114	-4.65685	5.44000
-4.86256	-4.65685	5.44000
-4.47397	-4.65685	5.44000
-4.08539	-4.65685	5.44000
-3.69681	-4.65685	5.44000
-3.30822	-4.65685	5.44000
-2.91964	-4.65685	5.44000
-2.53106	-4.65685	5.44000
-2.14248	-4.65685	5.44000
-1.75389	-4.65685	5.44000
-1.36531	-4.65685	5.44000
-0.97673	-4.65685	5.44000
-0.58815	-4.65685	5.44000
-0.19956	-4.65685	5.44000
0.18902	-4.65685	5.44000
0.57760	-4.65685	5.44000
0.96618	-4.65685	5.44000
1.35477	-4.65685	5.44000
1.74335	-4.65685	5.44000
2.13193	-4.65685	5.44000
2.52052	-4.65685	5.44000
2.90910	-4.65685	5.44000
3.29768	-4.65685	5.44000
3.68626	-4.65685	5.44000
4.07485	-4.65685	4.53000
4.46343	-4.65685	5.44000
4.85201	-4.65685	5.44000
5.24060	-4.65685	5.44000
5.62918	-4.65685	5.44000
6.01776	-4.65685	5.44000
-6.02830	-4.32444	5.44000
-5.63972	-4.32444	5.44000
-5.25114	-4.32444	5.44000
-4.86256	-4.32444	5.44000
-4.47397	-4.32444	5.44000
-4.08539	-4.32444	4.53000
-3.69681	-4.32444	5.44000
-3.30822	-4.32444	5.44000
-2.91964	-4.32444	5.44000
-2.53106	-4.32444	5.44000
-2.14248	-4.32444	5.44000
-1.75389	-4.32444	5.44000
-1.36531	-4.32444	5.44000
-0.97673	-4.32444	5.44000
